ID,Major,Year,M_GPA,F_GPA,COMBINED_GPA,M_EN,F_EN,C_EN
5337,Computer Science,2014,2.72,2.9,2.74275092936803,940,136,1076
5354,Computer Science,2015,2.79,2.91,2.8067188788128608,1044,169,1213
1454,Computer Science (BS),2004,2.7,3.2,2.76,44,6,50
1455,Computer Science (BS),2005,2.9,3.2,2.945,34,6,40
1457,Computer Science (BS),2007,3.56,3.71,3.5740624999999997,29,3,32
3314,Computer Science (BS),2008,3.47,2.27,3.4384210526315795,37,1,38
3519,Computer Science (BS),2010,3.07,3.14,3.08009009009009,190,32,222
3520,Computer Science (BS),2011,3.04,3.07,3.0449003984063743,210,41,251
4071,Computer Science (BS),2012,3.13,3.09,3.1244871794871796,269,43,312
4072,Computer Science (BS),2013,3.16,3.17,3.161495327102804,273,48,321
4073,Computer Science (BS),2014,3.18,3.41,3.2125066666666666,322,53,375
4260,Computer Science (BS),2014,3.07,3.28,3.099423076923077,313,51,364
4357,Computer Science (BS),2015,3.16,3.24,3.1730022573363432,371,72,443
4415,Computer Science (BS),2010,2.82,2.85,2.8232374100719424,124,15,139
4416,Computer Science (BS),2011,2.86,2.83,2.8566666666666665,160,20,180
4417,Computer Science (BS),2012,2.87,3.06,2.8948598130841123,186,28,214
4418,Computer Science (BS),2013,2.94,2.95,2.941207547169811,233,32,265
4419,Computer Science (BS),2014,2.86,3.05,2.8842156862745094,267,39,306
4526,Computer Science (BS),2014,3.45,3.51,3.461521739130435,223,53,276
4527,Computer Science (BS),2013,3.4,3.24,3.372017937219731,184,39,223
4528,Computer Science (BS),2012,3.32,3.17,3.290703125,103,25,128
4529,Computer Science (BS),2011,3.28,3.39,3.2970103092783507,82,15,97
4530,Computer Science (BS),2010,3.4,3.55,3.418072289156626,73,10,83
4794,Computer Science (BS),2010,3.09,3.47,3.118148148148148,50,4,54
4795,Computer Science (BS),2011,3.31,3.44,3.3174285714285716,66,4,70
4797,Computer Science (BS),2012,3.09,3.48,3.1143749999999994,60,4,64
4798,Computer Science (BS),2013,3.24,2.97,3.2265,57,3,60
4815,Computer Science (BS),2015,3.46,3.58,3.4842815249266863,272,69,341
4899,Computer Science (BS),2015,2.81,3.08,2.840626865671642,297,38,335
1450,Computer Science (BA),2004,2.5,2.45,2.4921875,54,10,64
1451,Computer Science (BA),2005,2.4,2.2,2.370967741935484,53,9,62
3308,Computer Science (BA),2008,2.81,3.89,2.8930769230769227,84,7,91
3309,Computer Science (BA),2009,2.9,3.22,2.9242016806722693,110,9,119
4069,Computer Science (BA),2013,2.71,3.19,2.757719298245614,154,17,171
4070,Computer Science (BA),2014,2.76,2.84,2.7699208443271766,332,47,379
4252,Computer Science (BA),2014,3.06,3.05,3.0580645161290323,50,12,62
4356,Computer Science (BA),2015,2.67,2.84,2.6898058252427184,455,60,515
4410,Computer Science (BA),2010,2.79,3.27,2.9070731707317075,31,10,41
4412,Computer Science (BA),2012,2.67,2.38,2.623863636363636,37,7,44
4413,Computer Science (BA),2013,2.7,3.2,2.7222222222222223,43,2,45
4414,Computer Science (BA),2014,2.63,2.55,2.62375,59,5,64
4521,Computer Science (BA),2014,3.52,3.59,3.5395081967213113,44,17,61
4522,Computer Science (BA),2013,3.42,3.56,3.461034482758621,41,17,58
4523,Computer Science (BA),2012,3.37,3.22,3.3303773584905665,39,14,53
4524,Computer Science (BA),2011,3.38,3.43,3.390576923076923,41,11,52
4525,Computer Science (BA),2010,3.31,3.54,3.3459375000000002,27,5,32
4702,Computer Science (BA),2015,3.5,3.2,3.433333333333333,7,2,9
4787,Computer Science (BA),2010,2.76,3.15,2.8103225806451606,81,12,93
4788,Computer Science (BA),2011,3.03,2.74,3.0058333333333334,88,8,96
4789,Computer Science (BA),2012,3.05,3.27,3.0721705426356585,116,13,129
4790,Computer Science (BA),2013,2.85,3.45,2.9023809523809523,115,11,126
4791,Computer Science (BA),2014,3.0,3.31,3.0241558441558443,142,12,154
4792,Computer Science (BA),2015,2.99,3.23,3.0129213483146073,161,17,178
4814,Computer Science (BA),2015,3.51,3.25,3.4214285714285717,60,31,91
4900,Computer Science (BA),2015,2.71,3.23,2.77,92,12,104
4156,Computer Software and Media Applications,2013,3.1,3.03,3.0878260869565217,19,4,23
4157,Computer Software and Media Applications,2012,2.9,3.1,2.92,27,3,30
4158,Computer Software and Media Applications,2011,2.9,3.2,2.93125,43,5,48
4159,Computer Software and Media Applications,2010,3.0,3.1,3.0209302325581397,34,9,43
4658,Computer Software and Media Applications,2015,2.91,3.21,2.9989175257731957,273,115,388
4659,Computer Software and Media Applications,2014,2.86,3.05,2.916584699453552,257,109,366
4662,Computer Software and Media Applications,2013,2.92,3.18,2.9915384615384615,245,93,338
4663,Computer Software and Media Applications,2012,2.93,3.07,2.963067484662577,249,77,326
4664,Computer Software and Media Applications,2011,2.9,3.12,2.9526086956521738,280,88,368
4667,Computer Software and Media Applications,2010,2.91,3.12,2.957867647058824,315,93,408
4668,Computer Software and Media Applications,2009,2.9,3.14,2.94979020979021,340,89,429
4669,Computer Software and Media Applications,2008,2.9,3.19,2.9542978723404256,382,88,470
4770,Computer Software and Media Applications,2015,2.9,3.4,3.082692307692308,33,19,52
4893,Computer Software and Media Applications,2010,2.91,3.021,2.9793749999999997,9,15,24
4894,Computer Software and Media Applications,2011,2.909,3.295,3.142939393939394,13,20,33
4895,Computer Software and Media Applications,2012,2.76,3.287,3.031028571428571,17,18,35
4896,Computer Software and Media Applications,2013,2.748,3.345,3.099176470588236,14,20,34
4897,Computer Software and Media Applications,2014,2.925,3.291,3.146818181818182,13,20,33
5280,Computer Software and Media Applications,2016,2.95,3.15,3.0109090909090908,306,134,440
1396,Networking,2004,3.03,3.2,3.0378242677824265,228,11,239
1397,Networking,2005,2.98,3.05,2.983522012578616,302,16,318
1398,Networking,2006,3.02,3.02,3.02,363,14,377
1399,Networking,2007,3.06,2.91,3.053706293706294,411,18,429
1302,Applied Engineering Sciences,2008,3.0,3.1,3.030357142857143,117,51,168
1303,Applied Engineering Sciences,2009,3.1,3.3,3.15945945945946,104,44,148
1304,Applied Engineering Sciences,2010,3.1,3.3,3.151807228915663,123,43,166
1305,Applied Engineering Sciences,2011,3.1,3.3,3.145238095238095,130,38,168
4027,General Engineering,2013,2.75,2.98,2.787734375,107,21,128
4052,General Engineering,2009,3.37,3.38,3.372021276595745,75,19,94
4058,General Engineering,2011,3.0,3.0,3.0,59,15,74
4856,General Engineering,2016,4.0,3.5,3.9151785714285716,93,19,112
4059,Aerospace Engineering,2010,3.3,3.21,3.282427440633245,305,74,379
4060,Aerospace Engineering,2011,3.25,3.22,3.243985507246377,331,83,414
4061,Aerospace Engineering,2012,3.26,3.17,3.242211764705882,341,84,425
4062,Aerospace Engineering,2013,3.24,3.36,3.2640000000000002,352,88,440
4063,Aerospace Engineering,2014,3.19,3.25,3.200379746835443,392,82,474
4208,Aerospace Engineering,2010,2.87,2.99,2.891818181818182,387,86,473
4209,Aerospace Engineering,2011,2.83,2.83,2.83,461,90,551
4210,Aerospace Engineering,2012,2.85,2.94,2.864241435562806,516,97,613
4211,Aerospace Engineering,2013,2.91,3.02,2.9251044776119404,578,92,670
4212,Aerospace Engineering,2014,2.83,3.01,2.853092105263158,530,78,608
4355,Aerospace Engineering,2015,3.26,3.24,3.256459510357815,437,94,531
1310,Chemical Engineering,2008,3.2,3.2,3.2,245,86,331
1311,Chemical Engineering,2009,3.2,3.3,3.2235632183908045,266,82,348
1312,Chemical Engineering,2010,3.2,3.2,3.2,293,83,376
1313,Chemical Engineering,2011,3.1,3.3,3.1445497630331753,328,94,422
2014,Chemical Engineering,2012,3.15,3.22,3.1665236051502146,356,110,466
2015,Chemical Engineering,2013,3.15,3.28,3.182673796791444,420,141,561
2016,Chemical Engineering,2014,3.08,3.33,3.1405815831987076,469,150,619
1314,Civil Engineering,2008,3.1,3.2,3.116253443526171,304,59,363
1315,Civil Engineering,2009,3.0,3.2,3.0375661375661376,307,71,378
1316,Civil Engineering,2010,3.1,3.2,3.119667590027701,290,71,361
1317,Civil Engineering,2011,3.1,3.1,3.1,315,67,382
2041,Civil Engineering,2013,2.8,2.92,2.8369230769230764,144,64,208
2042,Civil Engineering,2014,2.93,3.02,2.9545454545454546,128,48,176
4022,Civil Engineering,2014,3.05,3.36,3.1022891566265063,69,14,83
4028,Civil Engineering,2013,3.11,3.44,3.1732876712328766,59,14,73
4035,Civil Engineering,2012,3.09,3.36,3.162857142857143,46,17,63
4041,Civil Engineering,2011,2.95,3.33,3.040985915492958,54,17,71
4047,Civil Engineering,2010,3.1,3.48,3.1838235294117645,53,15,68
4053,Civil Engineering,2009,3.03,3.4,3.1081690140845066,56,15,71
4930,Civil Engineering,2015,2.93,3.02,2.956780487804878,144,61,205
4931,Civil Engineering,2016,2.95,3.02,2.9738955823293174,164,85,249
1259,Computer Engineering,2009,2.75,2.75,2.75,142,20,162
1260,Computer Engineering,2010,2.74,2.88,2.759515151515152,142,23,165
1261,Computer Engineering,2011,2.77,2.63,2.747633136094674,142,27,169
1262,Computer Engineering,2012,2.67,2.8,2.688012048192771,143,23,166
1318,Computer Engineering,2008,3.0,3.1,3.0112994350282487,157,20,177
1319,Computer Engineering,2009,3.0,3.1,3.01044776119403,180,21,201
1320,Computer Engineering,2010,3.0,2.8,2.978095238095238,187,23,210
1321,Computer Engineering,2011,2.9,2.7,2.884976525821596,197,16,213
1414,Computer Engineering,2004,2.97,2.97,2.97,99,16,115
1415,Computer Engineering,2005,2.97,2.92,2.9646236559139787,83,10,93
1416,Computer Engineering,2006,2.89,3.08,2.9074489795918375,89,9,98
1417,Computer Engineering,2007,2.85,3.2,2.8911764705882352,75,10,85
1418,Computer Engineering,2008,2.79,3.19,2.8384848484848484,87,12,99
1419,Computer Engineering,2009,2.99,3.1,3.0100869565217394,94,21,115
1420,Computer Engineering,2003,2.89,2.96,2.902939393939394,269,61,330
1421,Computer Engineering,2004,2.83,3.11,2.8725185185185187,229,41,270
1422,Computer Engineering,2005,2.93,3.15,2.958039215686275,178,26,204
1423,Computer Engineering,2006,3.02,2.9,3.013532934131737,158,9,167
1424,Computer Engineering,2007,2.83,2.85,2.8314545454545454,153,12,165
1425,Computer Engineering,2008,2.91,2.47,2.891917808219178,140,6,146
1426,Computer Engineering,2009,3.01,2.91,3.004666666666666,142,8,150
1427,Computer Engineering,2010,2.98,3.28,2.999014084507042,133,9,142
1428,Computer Engineering,2011,2.98,3.13,2.987241379310345,138,7,145
1429,Computer Engineering,2012,3.3,3.3,3.3,138,10,148
1475,Computer Engineering,2008,2.83,3.0,2.8480303030303036,177,21,198
1484,Computer Engineering,2009,2.96,3.02,2.966936416184971,153,20,173
1485,Computer Engineering,2010,3.0,3.25,3.027327935222672,220,27,247
1486,Computer Engineering,2011,2.94,3.04,2.9482608695652175,211,19,230
1487,Computer Engineering,2012,2.96,3.16,2.9811604095563142,262,31,293
1510,Computer Engineering,2008,2.67,2.83,2.6870000000000003,143,17,160
1511,Computer Engineering,2009,2.7,2.52,2.6796610169491526,157,20,177
1512,Computer Engineering,2010,2.65,2.95,2.681578947368421,170,20,190
1513,Computer Engineering,2011,2.76,3.13,2.80625,154,22,176
1514,Computer Engineering,2012,2.71,2.92,2.7343157894736843,168,22,190
1572,Computer Engineering,2009,2.98,2.99,2.9816134185303516,525,101,626
1573,Computer Engineering,2010,2.41,2.51,2.425696649029982,478,89,567
1574,Computer Engineering,2011,2.48,2.56,2.4929850746268656,449,87,536
1690,Computer Engineering,2009,2.89,2.93,2.8947368421052633,201,27,228
1691,Computer Engineering,2010,2.83,3.01,2.85109375,226,30,256
1692,Computer Engineering,2011,2.79,2.94,2.8077700348432058,253,34,287
1693,Computer Engineering,2012,2.85,2.87,2.85225988700565,314,40,354
1903,Computer Engineering,2013,3.16,3.17,3.160911680911681,319,32,351
2006,Computer Engineering,2013,3.02,2.99,3.018308270676692,251,15,266
2009,Computer Engineering,2013,3.0,3.18,3.015199374511337,1171,108,1279
2012,Computer Engineering,2013,2.6,2.83,2.62355421686747,149,17,166
2017,Computer Engineering,2012,2.9,2.98,2.9075117370892016,193,20,213
2018,Computer Engineering,2013,3.0,3.2,3.0176706827309236,227,22,249
2019,Computer Engineering,2014,3.05,3.25,3.068421052631579,276,28,304
2053,Computer Engineering,2013,2.99,2.94,2.9840972222222226,381,51,432
2071,Computer Engineering,2011,3.21,3.47,3.263793103448276,23,6,29
2072,Computer Engineering,2012,3.42,3.17,3.382121212121212,28,5,33
2073,Computer Engineering,2013,3.24,3.56,3.290196078431373,43,8,51
2074,Computer Engineering,2014,3.29,3.5,3.31953125,55,9,64
4023,Computer Engineering,2014,3.22,3.02,3.1654545454545455,16,6,22
4029,Computer Engineering,2013,3.12,3.54,3.2188235294117646,13,4,17
4036,Computer Engineering,2012,2.78,3.37,2.870769230769231,11,2,13
4042,Computer Engineering,2011,3.15,3.49,3.1900000000000004,15,2,17
4054,Computer Engineering,2009,3.33,2.71,3.288666666666667,14,1,15
4129,Computer Engineering,2010,2.9,3.2,2.921428571428571,91,7,98
4131,Computer Engineering,2013,2.9,3.33,2.9469090909090907,98,12,110
4132,Computer Engineering,2012,2.9,3.2,2.9342857142857146,93,12,105
4133,Computer Engineering,2011,2.9,3.1,2.9176470588235293,93,9,102
4144,Computer Engineering,2014,2.96,3.27,3.004285714285714,6,1,7
4203,Computer Engineering,2010,2.82,2.85,2.822222222222222,75,6,81
4204,Computer Engineering,2011,2.62,3.01,2.662289156626506,74,9,83
4205,Computer Engineering,2012,2.64,2.43,2.623103448275862,80,7,87
4206,Computer Engineering,2013,2.85,2.85,2.85,100,7,107
4207,Computer Engineering,2014,2.95,2.22,2.905948275862069,109,7,116
4218,Computer Engineering,2010,2.78,3.04,2.8094581280788176,360,46,406
4219,Computer Engineering,2011,2.83,2.78,2.825104166666667,433,47,480
4220,Computer Engineering,2012,2.86,2.85,2.8589711191335736,497,57,554
4221,Computer Engineering,2013,2.92,2.87,2.913814432989691,510,72,582
4222,Computer Engineering,2014,2.89,2.9,2.891028667790894,532,61,593
4279,Computer Engineering,2014,2.94,3.25,2.9628138528138526,214,17,231
4280,Computer Engineering,2013,2.93,3.07,2.9418222222222226,206,19,225
4281,Computer Engineering,2012,2.95,2.97,2.9514563106796117,191,15,206
4282,Computer Engineering,2011,2.9,3.01,2.9080487804878046,190,15,205
4283,Computer Engineering,2010,2.91,3.02,2.9183856502242156,206,17,223
4284,Computer Engineering,2009,2.87,3.01,2.8772641509433963,201,11,212
4334,Computer Engineering,2014,3.05,2.89,3.035329512893983,317,32,349
4349,Computer Engineering,2015,3.05,3.07,3.051391304347826,214,16,230
4775,Computer Engineering,2015,3.0,2.8,2.9718518518518517,116,19,135
4861,Computer Engineering,2015,3.25,3.2,3.2384615384615385,20,6,26
4862,Computer Engineering,2016,3.19,3.37,3.2240540540540543,30,7,37
4867,Computer Engineering,2013,3.3,3.3,3.3,142,18,160
4868,Computer Engineering,2014,3.2,3.3,3.209473684210526,172,18,190
4869,Computer Engineering,2015,3.3,3.2,3.2879999999999994,176,24,200
4886,Computer Engineering,2010,3.046,3.221,3.0832047244094483,100,27,127
4887,Computer Engineering,2011,3.026,3.151,3.0483509933774835,124,27,151
4888,Computer Engineering,2012,2.989,3.137,3.0121508379888264,151,28,179
4889,Computer Engineering,2013,3.127,3.179,3.1335631067961165,180,26,206
4890,Computer Engineering,2014,3.128,3.139,3.129484429065744,250,39,289
4892,Computer Engineering,2016,2.947,2.945,2.946630498533724,278,63,341
4997,Computer Engineering,2015,2.81,2.85,2.8113513513513513,143,5,148
1402,Software Engineering,2006,3.01,3.14,3.017959183673469,322,21,343
1403,Software Engineering,2007,2.98,3.09,2.9868749999999995,330,22,352
1966,Software Engineering,2011,2.76,3.04,2.7925581395348837,38,5,43
1967,Software Engineering,2012,2.95,2.58,2.8957333333333333,64,11,75
1968,Software Engineering,2013,2.86,2.88,2.8619565217391307,166,18,184
1981,Software Engineering,2013,2.93,2.99,2.937924528301887,46,7,53
4291,Software Engineering,2014,2.89,2.61,2.8744444444444444,85,5,90
4292,Software Engineering,2013,2.78,2.8,2.7809638554216862,79,4,83
4293,Software Engineering,2012,3.0,2.52,2.978181818181818,63,3,66
4294,Software Engineering,2011,2.94,3.06,2.9448000000000003,48,2,50
4296,Software Engineering,2009,2.95,2.64,2.94515625,63,1,64
4346,Software Engineering,2015,3.0,2.96,2.998279569892473,89,4,93
1263,Electrical Engineering,2009,2.85,3.09,2.8908510638297873,195,40,235
1264,Electrical Engineering,2010,2.8,3.06,2.836833333333333,206,34,240
1265,Electrical Engineering,2011,2.83,3.12,2.8685062240663903,209,32,241
1266,Electrical Engineering,2012,2.63,2.86,2.6653846153846152,231,42,273
1328,Electrical Engineering,2008,3.1,3.1,3.1,272,27,299
1329,Electrical Engineering,2009,3.1,3.0,3.090909090909091,260,26,286
1330,Electrical Engineering,2010,3.1,3.2,3.1092024539877303,296,30,326
1331,Electrical Engineering,2011,3.1,3.2,3.1110552763819097,354,44,398
1440,Electrical Engineering,2003,2.81,3.05,2.850216216216216,154,31,185
1441,Electrical Engineering,2004,3.0,3.04,3.0063030303030303,139,26,165
1442,Electrical Engineering,2005,3.11,3.14,3.115925925925926,130,32,162
1443,Electrical Engineering,2006,3.09,3.11,3.0937288135593217,144,33,177
1444,Electrical Engineering,2007,3.0,2.93,2.990191082802548,135,22,157
1445,Electrical Engineering,2008,3.14,3.26,3.155089820359281,146,21,167
1446,Electrical Engineering,2009,3.1,3.19,3.1104268292682926,145,19,164
1447,Electrical Engineering,2010,3.12,3.07,3.114186046511628,152,20,172
1448,Electrical Engineering,2011,2.98,3.12,2.9967664670658687,147,20,167
1449,Electrical Engineering,2012,3.3,3.3,3.3,150,18,168
1532,Electrical Engineering,2008,2.92,3.16,2.9331506849315065,207,12,219
1533,Electrical Engineering,2009,2.87,3.14,2.889205020920502,222,17,239
1534,Electrical Engineering,2010,2.9,3.01,2.910905172413793,209,23,232
1535,Electrical Engineering,2011,3.05,3.09,3.0534782608695648,189,18,207
1536,Electrical Engineering,2012,3.01,3.11,3.0166371681415924,211,15,226
1575,Electrical Engineering,2009,2.99,3.11,3.010661157024794,601,125,726
1576,Electrical Engineering,2010,2.44,2.76,2.490793650793651,530,100,630
1577,Electrical Engineering,2011,2.45,2.68,2.4867563291139243,531,101,632
1665,Electrical Engineering,2004,3.01,2.94,3.0030434782608695,290,32,322
1666,Electrical Engineering,2005,3.02,2.88,3.0023650385604115,340,49,389
1667,Electrical Engineering,2006,3.08,2.92,3.0619839142091156,331,42,373
1668,Electrical Engineering,2007,3.01,2.84,2.992431610942249,295,34,329
1669,Electrical Engineering,2008,3.04,2.89,3.023079268292683,291,37,328
1670,Electrical Engineering,2009,2.98,2.88,2.9683720930232553,266,35,301
1671,Electrical Engineering,2010,2.97,2.95,2.9677926421404686,266,33,299
1672,Electrical Engineering,2011,3.03,3.05,3.03225352112676,315,40,355
1673,Electrical Engineering,2012,3.05,3.03,3.048045112781955,360,39,399
1905,Electrical Engineering,2013,3.21,3.32,3.221801619433198,441,53,494
1971,Electrical Engineering,2007,2.99,2.99,2.9899999999999998,457,66,523
1972,Electrical Engineering,2008,3.04,3.04,3.0399999999999996,446,71,517
1973,Electrical Engineering,2009,3.0,3.07,3.008546511627907,453,63,516
1974,Electrical Engineering,2010,3.08,3.23,3.099702276707531,496,75,571
1975,Electrical Engineering,2011,3.07,3.25,3.0923529411764705,536,76,612
1976,Electrical Engineering,2012,3.13,3.27,3.1469401947148814,632,87,719
1977,Electrical Engineering,2013,3.12,3.12,3.12,728,88,816
1978,Electrical Engineering,2013,2.96,3.11,2.97,84,6,90
1993,Electrical Engineering,2013,3.04,3.12,3.050450450450451,386,58,444
2007,Electrical Engineering,2003,2.9,3.01,2.911464788732394,318,37,355
2011,Electrical Engineering,2013,2.83,3.08,2.864296028880866,239,38,277
2023,Electrical Engineering,2012,3.13,3.25,3.1427536231884057,370,44,414
2024,Electrical Engineering,2013,3.08,3.13,3.0848314606741574,402,43,445
2025,Electrical Engineering,2014,3.1,3.17,3.107947598253275,406,52,458
2045,Electrical Engineering,2013,3.03,3.42,3.07984962406015,232,34,266
2046,Electrical Engineering,2014,3.08,3.29,3.108671586715867,234,37,271
4024,Electrical Engineering,2014,3.15,3.57,3.185421686746988,76,7,83
4030,Electrical Engineering,2013,3.25,3.54,3.2983333333333333,55,11,66
4037,Electrical Engineering,2012,3.2,3.44,3.2380952380952386,53,10,63
4043,Electrical Engineering,2011,3.11,3.34,3.1514754098360656,50,11,61
4049,Electrical Engineering,2010,3.2,3.21,3.201509433962264,45,8,53
4055,Electrical Engineering,2009,3.2,3.39,3.231666666666667,40,8,48
4151,Electrical Engineering,2013,2.9,3.1,2.931111111111111,114,21,135
4152,Electrical Engineering,2012,3.0,3.2,3.0322033898305087,99,19,118
4153,Electrical Engineering,2011,2.9,3.0,2.9150943396226414,90,16,106
4154,Electrical Engineering,2010,2.9,2.99,2.9059504132231404,113,8,121
4161,Electrical Engineering,2013,2.9,3.1,2.913953488372093,40,3,43
4162,Electrical Engineering,2012,3.0,3.1,3.010810810810811,33,4,37
4163,Electrical Engineering,2011,2.88,2.8,2.8735999999999997,23,2,25
4164,Electrical Engineering,2010,2.8,3.45,2.8649999999999998,18,2,20
4171,Electrical Engineering,2010,2.78,2.49,2.7316666666666665,30,6,36
4172,Electrical Engineering,2011,2.28,2.6,2.347132867132867,113,30,143
4173,Electrical Engineering,2012,2.46,2.66,2.5029752066115702,95,26,121
4174,Electrical Engineering,2013,2.57,2.57,2.57,68,24,92
4175,Electrical Engineering,2014,2.4,2.82,2.474430379746835,65,14,79
4193,Electrical Engineering,2014,2.98,3.27,3.006593886462882,208,21,229
4194,Electrical Engineering,2013,2.95,3.13,2.9638461538461542,204,17,221
4195,Electrical Engineering,2012,2.94,3.03,2.946769911504425,209,17,226
4196,Electrical Engineering,2011,2.97,3.0,2.9727142857142854,191,19,210
4197,Electrical Engineering,2010,2.94,3.21,2.9703061224489797,174,22,196
4285,Electrical Engineering,2014,3.01,3.23,3.0331210191082802,281,33,314
4286,Electrical Engineering,2013,3.03,2.98,3.024578313253012,296,36,332
4287,Electrical Engineering,2012,3.01,3.1,3.020093457943925,285,36,321
4288,Electrical Engineering,2011,2.96,2.9,2.9529746835443036,279,37,316
4289,Electrical Engineering,2010,2.93,3.09,2.9475147928994088,301,37,338
4290,Electrical Engineering,2009,2.97,3.15,2.9891596638655464,319,38,357
4347,Electrical Engineering,2015,2.98,3.17,3.0050943396226417,276,42,318
4426,Electrical Engineering,2011,2.82,3.01,2.846206896551724,225,36,261
4427,Electrical Engineering,2013,2.91,2.07,2.826,207,23,230
4428,Electrical Engineering,2014,2.91,3.04,2.9275675675675674,224,35,259
4429,Electrical Engineering,2012,2.82,2.93,2.8341796875000003,223,33,256
4549,Electrical Engineering,2010,2.84,2.97,2.854669260700389,228,29,257
4590,Electrical Engineering,2009,2.99,3.27,3.019553450608931,661,78,739
4591,Electrical Engineering,2010,2.91,3.17,2.9390570430733414,763,96,859
4592,Electrical Engineering,2011,2.98,3.08,2.9922736418511064,872,122,994
4593,Electrical Engineering,2012,2.96,3.01,2.9669767441860464,925,150,1075
4594,Electrical Engineering,2013,2.87,2.8,2.8603339350180503,955,153,1108
4595,Electrical Engineering,2014,3.03,2.91,3.013689320388349,712,112,824
4769,Electrical Engineering,2015,3.0,3.3,3.0428571428571427,120,20,140
4774,Electrical Engineering,2015,3.0,3.1,3.019230769230769,42,10,52
4813,Electrical Engineering,2014,3.14,3.19,3.1465789473684214,33,5,38
4821,Electrical Engineering,2014,2.64,2.94,2.6850980392156862,130,23,153
4822,Electrical Engineering,2013,2.71,2.76,2.7170312500000002,110,18,128
4823,Electrical Engineering,2012,2.69,2.43,2.6515492957746476,121,21,142
4824,Electrical Engineering,2011,2.98,2.74,2.952727272727273,117,15,132
4825,Electrical Engineering,2010,2.76,2.73,2.7562499999999996,126,18,144
4854,Electrical Engineering,2016,2.22,2.34,2.236764705882353,234,38,272
4859,Electrical Engineering,2015,3.27,3.46,3.3030434782608693,76,16,92
4860,Electrical Engineering,2016,3.13,3.48,3.181123595505618,76,13,89
4874,Electrical Engineering,2013,3.4,3.2,3.3712643678160914,149,25,174
4875,Electrical Engineering,2014,3.4,3.5,3.416751269035533,164,33,197
4876,Electrical Engineering,2015,3.5,3.6,3.5179723502304148,178,39,217
4880,Electrical Engineering,2015,2.77,2.89,2.7856521739130433,240,36,276
4882,Electrical Engineering,2015,3.02,3.22,3.0479069767441858,703,114,817
4901,Electrical Engineering,2015,2.97,2.71,2.9463636363636363,60,6,66
4934,Electrical Engineering,2015,2.93,3.05,2.947142857142857,252,42,294
4935,Electrical Engineering,2016,3.0,3.17,3.0293636363636365,273,57,330
4998,Electrical Engineering,2015,2.91,3.39,2.949069767441861,237,21,258
5264,Electrical Engineering,2015,2.76,2.77,2.7617085427135675,165,34,199
1332,Materials Science and Engineering,2008,3.2,3.4,3.2518518518518515,60,21,81
1333,Materials Science and Engineering,2009,3.1,3.4,3.175,54,18,72
1334,Materials Science and Engineering,2010,3.1,3.4,3.189189189189189,52,22,74
1335,Materials Science and Engineering,2011,3.0,3.3,3.0857142857142854,60,24,84
1336,Mechanical Engineering,2008,3.2,3.2,3.2,608,82,690
1337,Mechanical Engineering,2009,3.2,3.2,3.2000000000000006,628,90,718
1338,Mechanical Engineering,2010,3.2,3.2,3.2,644,110,754
1339,Mechanical Engineering,2011,3.2,3.4,3.2258210645526613,769,114,883
1494,Mechanical Engineering,2009,2.89,3.04,2.907268623024831,392,51,443
1495,Mechanical Engineering,2010,2.92,3.09,2.939326315789473,421,54,475
1496,Mechanical Engineering,2011,2.9,3.22,2.9396638655462186,417,59,476
1497,Mechanical Engineering,2012,2.96,3.26,3.003917525773196,414,71,485
1543,Mechanical Engineering,2008,2.85,3.13,2.868353658536585,613,43,656
1544,Mechanical Engineering,2009,2.83,3.07,2.8442541436464084,681,43,724
1545,Mechanical Engineering,2010,2.85,2.97,2.8585594405594406,664,51,715
1546,Mechanical Engineering,2011,2.85,3.01,2.8609871244635197,651,48,699
1547,Mechanical Engineering,2012,2.85,3.01,2.8591978609625666,705,43,748
1578,Mechanical Engineering,2009,3.1,3.17,3.1149429223744294,689,187,876
1579,Mechanical Engineering,2010,2.73,2.74,2.7322425952045135,550,159,709
1580,Mechanical Engineering,2011,2.61,2.79,2.646968838526912,561,145,706
1674,Mechanical Engineering,2003,2.87,3.01,2.885978260869565,652,84,736
1675,Mechanical Engineering,2004,2.93,3.14,2.9540152477763657,697,90,787
1676,Mechanical Engineering,2005,2.98,3.14,2.9956743002544535,709,77,786
1677,Mechanical Engineering,2006,3.07,3.16,3.0779847908745244,719,70,789
1678,Mechanical Engineering,2007,3.06,3.1,3.063821339950372,729,77,806
1679,Mechanical Engineering,2008,3.08,3.15,3.0875697674418605,767,93,860
1680,Mechanical Engineering,2009,3.06,3.12,3.0669405405405405,818,107,925
1681,Mechanical Engineering,2010,3.09,3.15,3.0965106382978727,838,102,940
1682,Mechanical Engineering,2011,3.07,3.12,3.074692387904067,869,90,959
1904,Mechanical Engineering,2013,3.3,3.27,3.2971372549019606,692,73,765
2026,Mechanical Engineering,2012,3.18,3.3,3.1953474320241693,866,127,993
2027,Mechanical Engineering,2013,3.15,3.27,3.1673737373737376,1016,172,1188
2028,Mechanical Engineering,2014,3.15,3.23,3.161777269260107,1118,193,1311
2075,Mechanical Engineering,2011,3.31,3.18,3.2781322957198444,194,63,257
2076,Mechanical Engineering,2012,3.29,3.13,3.2475384615384617,191,69,260
2077,Mechanical Engineering,2013,3.33,3.25,3.3120289855072462,214,62,276
2078,Mechanical Engineering,2014,3.35,3.35,3.35,242,67,309
